Date,Username,Name,Location,Followers,Text
2020-04-19 23:29:03,@NZStuff,Stuff,New Zealand,199605,Auckland man in court charged with attempting to infect police officers with Covid-19 https://t.co/iA6zR7ozxm https://t.co/J4AjHJiJAN
2020-04-19 23:29:03,@worldnetdaily,WND News,,76757,"In Sweden, there's no COVID-19 lockdown: Here are 4 things to know https://t.co/Cm5dbg0IV2"
2020-04-19 23:29:02,@Bonnhere,B D,,566,#Coronavirus it’s always a dig at the Dems. He’s suppose to be president for everyone. We’re all suffering. This gets so old.
2020-04-19 23:29:02,@alejdiazd,Alejandro Díaz Domínguez,,1526,"""Tracking government responses towards #COVID19"" a #database on #government responses to the #coronavirus.  #data  https://t.co/NR2Jz0Llzb https://t.co/yl01CMmR9m"
2020-04-19 23:29:02,@DaPhreekPSU,Chris Davies,,3,You can't fix stupid...#coronavirus hold my beer....
2020-04-19 23:29:02,@simple_pin,SimplePin.com,"Montréal, Québec",186,#COVID19: A tipping point for #insurance #digitaltransformation?   https://t.co/cqCG8dv3fx Good analysis via @FinaeoHQ https://t.co/EWZfgbkXtH
2020-04-19 23:29:01,@RajkishoreKar,Rajkishore Kar,"Vienna, Austria",32,"@AUThackeray Shame on you!!! U are telling this thing after four days. I know you will not feel the pain because you are now in trap. Morally you and your father should resign. On other side, your father is not doing good to combat COVID 19. Please take some tips from @Naveen_Odisha if u wish"
2020-04-19 23:29:01,@ChelseaJon,ChelseaJon,"Florida, USA",64,And what does the 2nd amendment have to do with the #coronavirus (and for the record I am not against gun ownership before all the crazies come for me)? #WhiteHouseBriefing #coronavirus
2020-04-19 23:29:01,@jayna_sippy,Jayna Sippy,"Mumbai, Maharashtra",409,Hello!  #day24oflockdown  What’s everyone up to? #QuarantineTime #StayHomeStaySafe #QuaratineLife #QuarantineAndChill #Covid_19
2020-04-19 23:29:00,@Feldspat52,Wendy Leyes🍑,"near Newington, VA",969,@darndifino @thedailybeast Waiting to see Florida COVID-19 statistics in 14 days.
2020-04-19 23:29:00,@Blackeresources,Blackeurope Resources,"London, England",874,"Failure to record ethnicity of Covid-19 victims a 'scandal', says BMA chief https://t.co/k69jdquPlw"
2020-04-19 23:29:00,@Tina1wthautism,Tina Curno Fougere🇨🇦,"Ontario, Canada",1257,"Bill Gates’s efforts to fight #coronavirus, explained https://t.co/NJUj5DCMPN via @voxdotcom"
2020-04-19 23:29:00,@astrogsw,Astro,Earth 🌍,123,Aberdeen University Planetary Science Group develop ventilator in fight against Covid-19. https://t.co/l3YiPG6Olz @aberdeenuni
2020-04-19 23:28:59,@Onipanua_,Sir Alex 👷🏾‍♂️🇬🇭,"Accra, Ghana",11568,"Critical condition-4  Total death- 9 In 7 weeks.  But I’m very sure within same period, malaria and other sickness have claimed more lives than what we have for COVID-19. And the poor and the vulnerable going through critical hardship. Is not an easy decision but a good one... https://t.co/JHHjLL8ndl"
2020-04-19 23:28:59,@ay35ha84,αчєshα🦋,"England, United Kingdom",20,@BBCWorld Why should they? #CoronaVirus
2020-04-19 23:28:59,@t2de_,HUNCHO GUSTAVO🦅,Nigeria,3721,"@Hon_oluwatosin @Zlatan_Ibile 21 people died in university of port Harcourt teaching hospital today not from covid-19. Bottom line: people die everyday in thousands here in Nigeria from police  brutality, hunger, even malaria dey kill men, boko haram kill at least 10 soldiers daily"
2020-04-19 23:28:59,@DalhatSuleiman9,Dalhat Suleiman,Nigeria,17,"@BashirAhmaad Staying at home is for our own good, you can't live unless you are healthy and Covid-19 does not descrimiate, despite government shortcomings especially State government across the country for providing necessary relief material we should sit in order to protect our life."
2020-04-19 23:28:58,@PattySm47786436,Patty Smith,,25,"""Give me liberty or give me Covid 19"" protest sign at local rally.  Someone should tell them to be careful what they wish for.  Smdh"
2020-04-19 23:28:58,@nikkiicynthia,nik,,169,@alyssastrawter that doesn’t justify the fact that everyone in the class of 2020 has something to whine about when you guys have everything easy &amp; everyone is making new accommodations for your guy’s circumstances due to covid 19 so stop complaining
2020-04-19 23:28:58,@kurtbardella,Kurt Bardella,"Arlington, VA",43466,Made the point on #AMJOY that @realDonaldTrump &amp; the GOP's irresponsible push for civil disobedience &amp; efforts to inflame racial tensions is a direct reaction to their fear of @JoeBiden and a recognition of how vulnerable Trump's disastrous response to #coronavirus has made him. https://t.co/oCicX8JsyU
2020-04-19 23:28:58,@2017Guitarman,Robb,USA,13387,There are 328 Million American's..  324 Million HAVEN'T been tested!  TRUMP IS AN IDIOT!   #TrumpGenocide  #MAGA MY ASS #COVID19  #Coronavirus https://t.co/NYGCyaJwO5
2020-04-19 23:28:58,@flyingfox07,flyingfox07,,0,"@amazon @AmazonHelp Back in the middle of march the customer service agent asked for my phone number to discuss the issue over the phone, well I'm still waiting for that phone call and yes this was before the Covid-19 crises."
2020-04-19 23:28:58,@igggie1,donna wiederhold,,4387,"Fact Check: Did Trump hold rallies, play golf as outbreak grew? https://t.co/VE2FzgdsOY"
2020-04-19 23:28:57,@TemiTells,KING OF BOYS 👑👑,"Birmingham, England",3312,"Omo, the discrimination now to enter other countries. They'll ask for COVID 19 RESULTS before you can fly out. E be things o"
2020-04-19 23:28:57,@nat_resist,ne,,473,"@PressSec @realDonaldTrump Covid-19 tests as a proportion of the population, selected country rankings: 1. Iceland: 12% 10. Norway: 2.5% 18. Italy: 2.2% 20. Germany: 2.1% 21. Spain: 2.0% 31. Australia: 1.6% 34. Canada: 1.4% 37. Russia: 1.3% 38. USA: 1.1% 52. France: 0.7% 55. UK: 0.7% Source: Worldometer"
2020-04-19 23:28:56,@Syres1820,M.Syres,,52,"Did a Publix grocery run and discovered the target audience for Fox News. Angry old men not wearing masks, upset others are practicing social distancing and wearing their masks This is killing 5% of those affected and even higher among their older population #COVID19 #coronavirus"
2020-04-19 23:28:55,@CsswSteve,"Steve Utzig, MSSW",,16,"@ScottLaday @CharlesMBlow COVID-19 may not discriminate, but all the systems do,. Once again, we see that the African American community is disproportionately impacted by this disease."
2020-04-19 23:28:55,@BernardBrodeur,brodeur bernard,Montréal. ,883,"COVID-19 deaths in Toronto reach 173, more than 550 in Ontario | Toronto Sun https://t.co/HVVN3vBIgP"
2020-04-19 23:28:55,@RagTweeter1,Ragé Tweeter,Here. Just here in Twitter,3,"“I feel that it’s an overreaction,” he said, “statically, mathematically. Studies have been done. Perception is incorrect. COVID-19 kills far less people than the regular flu does. And those are just the facts.” - self-employed gem appraiser at “Open the Economy” protest/ Denver."
2020-04-19 23:28:55,@Drelmoatiku,#DrElmoAtiku A. Psy.D.,,6860,"@NCDCgov #coronavirus super spreaders hiding under d raider, that’s, Asymptomatic &amp; Presymptomatic #COVID19 patients are all over town moving. Don’t allow carelessness get you into #ChineseVirus trap.  #Avoidcrowd #StayatHome  #WashYourHands #DisinfectSurfaces  Practice  #SocialDistancing"
2020-04-19 23:28:55,@homelessadvisor,HomelessnessUSA™🇺🇲 #invisibleHOPE🕊️ Adrienne G☕,Boston • LA • Everywhere USA,4231,"EMOTIONALLY DRAINED  Still haven't ""braved it"" to the store! Will have potatoes for dinner w/ tap water.  Tomorrow is Patriots Day in Massachusetts but NO Boston Marathon!  Hard to believe that spring is here and we cannot enjoy it.  Covid-19 is bigger than folks are grasping.."
2020-04-19 23:28:54,@AnalyticsROI,Gareth Clayton,"Melbourne, Australia",244,Cloud-based virtual ICU technology helps health care workers safely monitor patients while preserving valuable PPE #healthcare #healthtech https://t.co/DD1LOc1D1J #MSFTAdvocate
2020-04-19 23:28:54,@_FJ05_,Freddie 🇬🇧,,279,Happy covid-19 420 day 😂
2020-04-19 23:28:53,@DaleneKurtis,Dalene Kurtis,"Newport Beach,CA•Nashville,TN ",194366,No Police Raids? Syracuse Mosque Continues Holding Daily Prayers Amid COVID-19 Lockdown As Christians Are Threatened and Fined For Attending Drive-In Services https://t.co/3boOW1VwTj
2020-04-19 23:28:53,@HoosierBlues,TheElusiveLiberalHoosier,"Indiana, USA",202,"@ddale8 And of course, he sidesteps the issue #TrumpLiesAmericansDie #TrumpPressConf #PressConference #coronavirus #CoronaVirusUpdate #WhiteHouseBriefing #TrumpIsAMoron"
2020-04-19 23:28:53,@gordy_shanks,Shazz 🌊🌊 🏴󠁧󠁢󠁷󠁬󠁳󠁿🇺🇸,Celtic walhaz,30951,"#TrumpBULLSHITBriefing  #coronavirus  Trump, they're allowed to protest, they were all 6 feet apart, it was very orderly  BULLSHIT!  I don't think they need ventilators any more. what?  Bitching about Joe Biden. PATHETIC Going on about Virginia's guns LIES!   #WorstPresidentEver"
2020-04-19 23:28:53,@WDAZTV,WDAZ News,"Grand Forks, ND",14355,Positive COVID-19 cases reported at Minnesota pork plant https://t.co/ut7WLacW7f
2020-04-19 23:28:53,@Only4RM,🇺🇸🇭🇹 Only4RM 🇭🇹🇺🇸,'Murica,16777,IN CASE YOU'RE WONDERING what Trump doesn't want you learning about that he scheduled his daily sh*tshow for now.   More than 13K dead in one month in his hometown of NYC. More than 4X the dead from 9/11.   Trump's DELAY + DENIAL of the threat from the #coronavirus caused DEATHS. https://t.co/qTliDPiECB
2020-04-19 23:28:52,@medwoman1,Tia Will,"Davis, CA",6693,"@funder I would rather watch a nurse crying after her third COVID-19 patient that day dies. Or a paramedic doing intubation in the field. Or a daughter separated from her mother not knowing if this will be the last time she sees her.  Oh wait, those are things I am seeing because of him."
2020-04-19 23:28:51,@everycedibecedi,everycedibecedi,New York,959,"By now in #Ghana someone is typing, ""Pick #uber, I will #pay"" #Coronavirus COVID-19 matters"
2020-04-19 23:28:51,@k33pm3lov3ly,keepmelovely,,1,do you not think so far ahead? cause i been thinkin bout #forever. (#sundayvibes: 33.3k tweets) #coronavirus #COVID19 #WuhanVirus
2020-04-19 23:28:51,@FloridaStateJC,Josh,,26,Best place or charity to donate some money for COVID-19? #COVID19
2020-04-19 23:28:51,@riwoche,riwoche རི་བོ་ཆེ་,,33,"@ProjectLincoln @gtconway3d @reedgalen ""The COVID-19 crisis shows how little elite Republicans got in exchange for the soul they had to give to Donald Trump."" -@reedgalen  They got a delusional Cult Leader whose understanding of conservatism is to repeatedly borrow money and declare bankruptcy so as to conserve assets"
2020-04-19 23:28:51,@AlanTenreiro,Alan Tenreiro,Rhode Island,4821,MassMutual announces $3 billion of free life insurance for healthcare workers on the COVID-19 frontline in Mass and Connecticut  https://t.co/5nzu1cvkXT
2020-04-19 23:28:50,@stratamm,Ammar Nainar,"London, England",43,"Rather than express envy of Chinese authoritarianism, Indians should be thankful that we are a democracy. We need more democracy, not less, to overcome the COVID-19 challenge. https://t.co/r0sZTYINsi via @IndianExpress"
2020-04-19 23:28:50,@danmicovic,danmicovic,"Miami Beach, Chicago",800,@Yamiche clearly buying guns to shoot the Covid-19 on sight
2020-04-19 23:28:50,@kevinru99857767,kevin,"Edmonton, Alberta",194,#Coronavirus Trump just counted to 7...he really is good..the king of counting
2020-04-19 23:28:50,@Afriupdatecom,Afriupdate News,Nigeria,193,Breaking: Nigeria Records Largest Single-Day COVID-19 Cases https://t.co/kvfPdhSowQ https://t.co/9jWflJw9wo
2020-04-19 23:28:50,@AMOOMAYOWA6,Amoo mayowa,,607,70 in Lagos .. we need more testing in Nigeria.. the number of people with covid-19 in Nigeria is more than the number of people recorded by NCDC
2020-04-19 23:28:49,@nancytoby,Nancy Toby,"Maryland, USA",609,Thank you again to ⁦@GovLarryHogan⁩ for putting our lives FIRST. #Leadership Gov. Hogan Says President Trump’s Claim That States Have Enough COVID-19 Tests To Reopen Is ‘Not Accurate’  https://t.co/5VUy9zOcSl
2020-04-19 23:28:47,@ctwilken,Chris Wilken🇨🇦,"Mississauga, Ontario",10,@realDonaldTrump @BretBaier Hospitals in NYC have to load fatalities into refrigerated trailers because the fatality rate is beyond the rate that hospitals are able to cope with.  Trump failed to respond to the Threat of COVID-19.  Trump did not take the warnings seriously.  Trump downplayed the threat.
2020-04-19 23:28:47,@TNOsFan,Ray Burns,,194,"Walkies Albums: Since the advent of iPods, I’ve gotten away from listening to full albums in a regular basis.  During my COVID-19!daily walks I’ve been listening to a full album on almost every walk.  Here are some recent ones:  Nick Cave &amp; The Bad Seeds - “Push The Sky Away” 2/n"
2020-04-19 23:28:47,@StephanieDalbe2,Stephanie Dalbeck,"Pinon Hills, CA",1364,"The USA sees 40,000 deaths from car accidents per YEAR. The USA sees 3,500 deaths from drowning per YEAR. The USA saw 48,344 deaths from suicide last YEAR. The USA saw 34,200 deaths from the flu last YEAR.  We've had over 40,000 deaths from Covid-19 in the last 7 WEEKS!!!"
2020-04-19 23:28:46,@the4rina,The Foreigner,Ghana,1450,@NAkufoAddo our Fellow Ghanaians 🇬🇭 are dancing 🕺 on the street of Accra with #COVID19 #coronavirus ready to strike. But hey #Dadaawu is ready to dance with them https://t.co/B3gXQZwqOT
2020-04-19 23:28:46,@AmyKindleluvr,Amy D 🛹,Texas y'all!,893,COVID-19 permanently closes two longtime Austin restaurants  😞  https://t.co/HMXq1SYC1r
2020-04-19 23:28:45,@icoverarewa,Inside Arewa Hausa,"Abuja, Nigeria",6880,"Fresh Cases Of COVID-19 Confirmed In Bauchi, Jigawa and Borno https://t.co/HsJA4cp64C https://t.co/896Hg4pwJk"
2020-04-19 23:28:45,@merilynstewart8,Merilyn Stewart,"Southern River, Perth (WA)",2073,Covid 19 attacks the organs.  Most heart attacks are now happening in the home. Save a life by watching this very short video. https://t.co/asaIWqNJqa
2020-04-19 23:28:44,@hhoa1,Hugo Hernandez-Ojeda A.,"ÜT: 19.385907,-99.249416",147,"Check out our blog post on the new guidance from the Centers for Disease Control and Prevention on workers with potential #COVID19 exposure. Patricia Ambrose, George Ingham, and Amy Kett cover its key provisions and offer their observations. #Coronavirus https://t.co/sBcqjyvQn2"
2020-04-19 23:28:44,@im_aliyu,☆ Aliyu☆,"Kaduna, Nigeria",2712,"Fresh Cases Of COVID-19 Confirmed In Bauchi, Jigawa and Borno https://t.co/PM17drsA0U https://t.co/G9zHSslkHw"
2020-04-19 23:28:44,@Ayam_Dayveed,Your hungry boyfriend,Uyo,483,We are not even done with the news about covid 19 and @ManUtd_Es and @MarcusRashford is making me miss football more and more each day 😥😥😥😥😥😥😥😥😥 https://t.co/knt7Tg0P2k
2020-04-19 23:28:43,@Andrew43550815,Its China- Buy British-lets go WTO,Tax Payer,2638,home office: Commissioner Cressida Dick Must Resign Over Covid-19 Mass Gathering - Sign the Petition! https://t.co/sUbR8NrIzq via @UKChange
2020-04-19 23:28:43,@kimilokan,Kimilokan,Nigeria,7716,covid 19 to nigerians: https://t.co/fNHcVhsPkn
2020-04-19 23:28:42,@Skiiilllz,♛ Aliyu Muhammad Shagari,"Abuja, Nigeria",1404,"Fresh Cases Of COVID-19 Confirmed In Bauchi, Jigawa and Borno https://t.co/ZZuJIOH1aZ https://t.co/kefl6JXN1s"
2020-04-19 23:28:42,@adamtabriz,"Adam Tabriz, M.D.","Dublin, CA",583,"In Wisconsin, a sheriff threatened a family over a teen posting on Instagram that she had COVID-19. Now her family is suing for this attempted censorship. https://t.co/trasGlkM1d via @reason"
2020-04-19 23:28:42,@JonesDavidN,David N Jones,UK,2653,BBC's Covid-19 reporters: 'I wanted to show the reality but was deeply troubled by what I saw’  https://t.co/vYjLhkySFR
2020-04-19 23:28:42,@eddiefumador,#ANLOGAJUNCTION 🔥🔥🔥,"Greater Accra, Ghana",1743,COVID-19: Lockdown Lifted.   Good or bad decision from President Nana Addo?
